"date","SPY","QQQ","TLT","VIX"
2002-07-30,58.6914978027344,20.4844532012939,35.9680290222168,31.9200000762939
2002-07-31,58.8334426879883,20.096851348877,36.413646697998,32.0299987792969
2002-08-01,57.2974700927734,19.1530952453613,36.621036529541,36.9500007629395
2002-08-02,56.0131454467773,18.7486343383789,36.9960441589355,41.2900009155273
2002-08-05,54.0640640258789,18.0661029815674,37.1593055725098,45.0800018310547
2002-08-06,55.8840408325195,18.9592933654785,36.8416328430176,42.0299987792969
2002-08-07,56.8586311340332,19.2120761871338,36.9299087524414,38.7299995422363
2002-08-08,58.6979331970215,19.8609085083008,36.9299087524414,36.3300018310547
2002-08-09,58.9173889160156,19.6586742401123,37.4504928588867,35.3300018310547
2002-08-12,58.4849815368652,19.7176551818848,37.6799392700195,37.0499992370605
2002-08-13,57.4200897216797,19.0435543060303,38.1432495117188,35.8199996948242
2002-08-14,59.5175857543945,20.2569561004639,38.2888298034668,32.3600006103516
2002-08-15,60.3437156677246,20.6698341369629,37.9535217285156,29.4300003051758
2002-08-16,60.1629753112793,20.8130779266357,37.5299301147461,28.8099994659424
2002-08-19,61.5699424743652,21.3186740875244,37.6446266174316,28.6100006103516
2002-08-20,60.9180526733398,21.225980758667,38.0637893676758,29.5900001525879
2002-08-21,61.7957954406738,21.6978569030762,37.8608474731445,28.2299995422363
2002-08-22,62.3960037231445,22.043342590332,37.5299301147461,27.75
2002-08-23,61.0536079406738,21.1922664642334,37.9005546569824,29.3199996948242
2002-08-26,61.4795265197754,21.2765407562256,37.9358978271484,29.8899993896484
2002-08-27,60.7696533203125,20.5350170135498,37.6975975036621,30.1100006103516
2002-08-28,59.4401588439941,19.7850780487061,37.887336730957,33.3199996948242
2002-08-29,59.4659576416016,20.046293258667,38.1917724609375,33.6699981689453
2002-08-30,59.2336044311523,19.7934951782227,38.4212112426758,32.6399993896484
2002-09-03,56.9747276306152,19.0772514343262,39.0118637084961,39.9700012207031
2002-09-04,57.7879486083984,19.1530952453613,39.002986907959,37.439998626709
2002-09-05,57.2974700927734,18.6812171936035,39.2157135009766,38.8600006103516
2002-09-06,58.0848159790039,19.2542152404785,38.7548561096191,36.3300018310547
2002-09-09,58.5107917785645,19.4480171203613,38.697265625,36.4500007629395
2002-09-10,59.181957244873,19.9283294677734,38.8833465576172,35.0800018310547
2002-09-11,58.8140716552734,19.7597923278809,38.6795272827148,34.810001373291
2002-09-12,57.7298545837402,19.2205142974854,38.9808502197266,37.5
2002-09-13,57.8718757629395,19.372184753418,39.3397369384766,35.8199996948242
2002-09-16,58.013843536377,19.0941066741943,39.4062004089355,36.7400016784668
2002-09-17,56.6843223571777,18.6896514892578,39.4815711975098,38.0099983215332
2002-09-18,56.1164016723633,18.478982925415,39.4904556274414,37.5200004577637
2002-09-19,54.6642837524414,18.1840629577637,39.7562942504883,40.6500015258789
2002-09-20,54.6824264526367,18.2599010467529,39.570198059082,38.9799995422363
2002-09-23,54.2350997924805,17.7121868133545,39.9246978759766,39.6800003051758
2002-09-24,53.3599472045898,17.7206172943115,40.1816902160645,40.5200004577637
2002-09-25,54.6824264526367,18.428430557251,39.6942825317383,37.3300018310547
2002-09-26,55.5770301818848,18.2009201049805,39.6012229919434,34.5999984741211
2002-09-27,53.6451873779297,17.956563949585,39.8980941772461,36.9700012207031
2002-09-30,53.022834777832,17.4594039916992,40.0576286315918,39.689998626709
2002-10-01,55.5705375671387,18.5211162567139,39.5607795715332,34.1199989318848
2002-10-02,53.9044990539551,17.9060020446777,39.7876510620117,36.8300018310547
2002-10-03,53.3599472045898,17.4762516021729,39.689754486084,37.310001373291
2002-10-04,52.3810119628906,17.1476249694824,39.8142967224121,39.4599990844727
2002-10-07,51.298412322998,16.9875202178955,39.8810081481934,42.6399993896484
2002-10-08,52.1022644042969,17.0212249755859,39.894359588623,41.0200004577637
2002-10-09,50.630672454834,16.9032649993896,40.0989799499512,42.1300010681152
2002-10-10,52.2708358764648,17.7627544403076,39.7832145690918,37.5499992370605
2002-10-11,54.5592651367188,18.7233543395996,39.3116760253906,35.7000007629395
2002-10-14,54.863941192627,18.9424304962158,39.2538604736328,36.0400009155273
2002-10-15,57.50244140625,19.8524837493896,38.32421875,34.0200004577637
2002-10-16,56.1086616516113,19.1952266693115,38.3420143127441,36
2002-10-17,57.2236595153809,19.8440570831299,37.8749732971191,34.0999984741211
2002-10-18,57.4635429382324,20.0631408691406,37.9728355407715,33.5299987792969
2002-10-21,58.4554061889648,20.4675922393799,37.603645324707,33.1100006103516
2002-10-22,58.0340309143066,20.3412189483643,37.4969062805176,34.0900001525879
2002-10-23,58.474853515625,20.7288208007812,37.5102195739746,33.2000007629395
2002-10-24,57.2820129394531,20.2063884735107,37.8393974304199,34.0299987792969
2002-10-25,58.474853515625,20.8130779266357,37.9772720336914,30
2002-10-28,58.092414855957,20.6361427307129,37.9239082336426,31.0699996948242
2002-10-29,57.4181632995605,20.1558303833008,38.4176330566406,32.2700004577637
2002-10-30,57.9756851196289,20.6951160430908,38.4042701721191,31.2299995422363
2002-10-31,57.3857498168945,20.6866912841797,38.5777282714844,31.1399993896484
2002-11-01,58.5202369689941,21.2765407562256,38.4164772033691,29.2999992370605
2002-11-04,59.0777282714844,21.8242454528809,38.2466926574707,30.8199996948242
2002-11-05,59.5445442199707,21.9927711486816,38.0992126464844,31.2299995422363
2002-11-06,60.3160057067871,22.3045520782471,38.2511367797852,30.7299995422363
2002-11-07,58.8379020690918,21.5209007263184,39.1983680725098,31.4200000762939
2002-11-08,58.1183204650879,21.1248645782471,39.5155982971191,29.4099998474121
2002-11-11,57.2172050476074,20.4844532012939,39.7300567626953,31.2999992370605
2002-11-12,57.6709899902344,21.0069007873535,39.5021896362305,30.5799999237061
2002-11-13,57.7293663024902,21.2596836090088,39.5870704650879,31.2399997711182
2002-11-14,58.8184471130371,21.9927711486816,38.7649574279785,28.6700000762939
2002-11-15,59.2528190612793,22.2792739868164,38.9213371276855,26.6499996185303
2002-11-18,58.6563758850098,21.9506397247314,39.0955924987793,27.6599998474121
2002-11-19,58.5785789489746,21.6135845184326,39.2386054992676,27.4099998474121
2002-11-20,59.8816528320312,22.5320682525635,38.8542900085449,25.3199996948242
2002-11-21,60.9966583251953,23.3662624359131,38.4790077209473,23.8099994659424
2002-11-22,60.562313079834,23.3578472137451,38.4432487487793,23.1599998474121
2002-11-25,60.6012344360352,23.5853652954102,38.3717460632324,24.0699996948242
2002-11-26,59.4472618103027,22.7932758331299,38.8542900085449,25.9699993133545
2002-11-27,61.1198501586914,23.5179538726807,37.9785575866699,27.25
2002-11-29,60.925365447998,23.3578472137451,38.2243499755859,27.5
2002-12-02,61.0226135253906,23.5937881469727,38.2597999572754,27.4599990844727
2002-12-03,60.205753326416,22.8943996429443,38.3136444091797,28.3299999237061
2002-12-04,59.933479309082,22.3888206481934,38.5111503601074,28.9200000762939
2002-12-05,59.2722358703613,22.0770397186279,38.6098861694336,30.1000003814697
2002-12-06,59.6612014770508,22.3045520782471,38.6772308349609,28.8799991607666
2002-12-09,58.0210838317871,21.251256942749,38.8926849365234,30.7800006866455
2002-12-10,58.7990036010742,21.5714569091797,38.9959182739258,28.7600002288818
2002-12-11,58.8508911132812,21.6725749969482,39.256233215332,27.7600002288818
2002-12-12,58.8443870544434,21.790548324585,39.2203140258789,27.2900009155273
2002-12-13,57.9173393249512,21.0995903015137,38.8387985229492,28.1800003051758
2002-12-16,59.4148445129395,21.7821178436279,38.547046661377,26.2399997711182
2002-12-17,58.896240234375,21.8495330810547,38.547046661377,26.6599998474121
2002-12-18,58.2155799865723,21.3860759735107,38.847770690918,28.2900009155273
2002-12-19,57.800651550293,21.1164398193359,39.1934242248535,30.2099990844727
2002-12-20,58.6253890991211,21.3355236053467,39.2203140258789,26.7099990844727
2002-12-23,58.644962310791,21.6304473876953,39.2293281555176,26.2000007629395
2002-12-24,58.2084541320801,21.3608016967773,39.4492225646973,26.4899997711182
2002-12-26,58.2345085144043,21.3018207550049,39.5255279541016,27.3700008392334
2002-12-27,56.9251098632812,20.9142055511475,39.9609603881836,29.5499992370605
2002-12-30,57.4006652832031,20.7541007995605,40.0551872253418,29.6200008392334
2002-12-31,57.4788208007812,20.5350170135498,39.9541435241699,28.6200008392334
2003-01-02,59.3290138244629,21.4029331207275,38.9211044311523,25.3899993896484
2003-01-03,59.511417388916,21.6388645172119,39.0113220214844,24.6800003051758
2003-01-06,60.5602645874023,22.1781635284424,38.9075736999512,24.9099998474121
2003-01-07,60.4104347229004,22.4562225341797,39.0474128723145,25.1299991607666
2003-01-08,59.5374565124512,21.8242454528809,39.241397857666,25.5300006866455
2003-01-09,60.4625396728516,22.4983596801758,38.4880638122559,24.25
2003-01-10,60.6253929138184,22.8354053497314,38.5872917175293,24.3199996948242
2003-01-13,60.6058349609375,22.7005939483643,38.6504364013672,24.8999996185303
2003-01-14,60.8012962341309,22.8185539245605,38.7857894897461,24.5699996948242
2003-01-15,60.1954612731934,22.5320682525635,38.9752655029297,25.5100002288818
2003-01-16,59.9478797912598,22.2792739868164,39.0293807983398,25.0100002288818
2003-01-17,59.061897277832,21.3270950317383,39.2233734130859,25.7000007629395
2003-01-21,58.1433296203613,21.0911617279053,39.4488983154297,27.5900001525879
2003-01-22,57.4397201538086,21.0069007873535,39.6428756713867,29.0100002288818
2003-01-23,57.7915000915527,21.4956226348877,39.4488983154297,27.5300006866455
2003-01-24,56.2736053466797,20.9142055511475,39.6834869384766,31.5100002288818
2003-01-27,55.5048980712891,20.6698341369629,39.5391426086426,34.689998626709
2003-01-28,55.9153175354004,20.8804988861084,39.5391426086426,31.9300003051758
2003-01-29,56.3387680053711,21.1922664642334,39.3226127624512,31.2600002288818
2003-01-30,55.003288269043,20.6445579528809,39.6158065795898,31.3199996948242
2003-01-31,56.0651435852051,20.5940017700195,39.7240791320801,31.1700000762939
2003-02-03,56.175910949707,20.6361427307129,39.7820320129395,31.0200004577637
2003-02-04,55.6221351623535,20.3833427429199,39.9585723876953,32.7599983215332
2003-02-05,55.2768821716309,20.290641784668,39.614501953125,33.0400009155273
2003-02-06,55.0162811279297,20.4001960754395,39.935920715332,33.3499984741211
2003-02-07,54.3452796936035,20.0631408691406,40.0264854431152,34.0099983215332
2003-02-10,54.7296333312988,20.2400932312012,39.7458152770996,33.9900016784668
2003-02-11,54.3517990112305,20.3496437072754,39.736743927002,33.6800003051758
2003-02-12,53.4853515625,20.0715637207031,39.8770904541016,34.3300018310547
2003-02-13,53.6482009887695,20.1726856231689,40.0943794250488,33.7000007629395
2003-02-14,54.8208427429199,20.6361427307129,39.7503128051758,32.6199989318848
2003-02-18,55.7850341796875,21.2765407562256,39.8001251220703,31.1100006103516
2003-02-19,55.4918556213379,21.133279800415,40.0717277526855,31.3099994659424
2003-02-20,54.9381103515625,21.0490226745605,40.2075538635254,31.1599998474121
2003-02-21,55.4918556213379,21.2091312408447,39.9721298217773,30.25
2003-02-24,54.592830657959,20.8467998504639,40.1622467041016,31.9799995422363
2003-02-25,55.0293426513672,20.8720684051514,40.3478660583496,31.7399997711182
2003-02-26,54.2279930114746,20.4086303710938,40.6285591125488,31.9400005340576
2003-02-27,54.9446449279785,20.8720684051514,40.6964454650879,30.5300006866455
2003-02-28,55.3094367980957,21.2007007598877,40.954475402832,29.6299991607666
2003-03-03,54.7817611694336,20.7709579467773,41.004451751709,30.4300003051758
2003-03-04,53.9088096618652,20.6445579528809,41.0317077636719,31.8299999237061
2003-03-05,54.364803314209,20.6866912841797,41.1680679321289,30.3799991607666
2003-03-06,53.9088096618652,20.6361427307129,41.008975982666,31.3700008392334
