"date","SPY_extreme","QQQ_extreme","TLT_extreme","VIX_extreme"
2002-07-31,-0.002415571600066,0.0191030645191268,-0.0123131525066054,0.00344015053805347
2002-08-01,0.0264539756354729,0.0480988193074099,-0.00567923019039851,0.142892742532276
2002-08-02,0.0226700674783666,0.0213434196998881,-0.0101881484472566,0.111054694029001
2002-08-05,0.0354166890769334,0.0370834954688393,-0.0044032339662019,0.0878183677183699
2002-08-06,-0.0331091302215412,-0.0482568073705947,0.00858569330891612,-0.0700551098160593
2002-08-07,-0.0172891871571181,-0.0132448230170006,-0.00239322507428286,-0.0817691382661057
2002-08-08,-0.0318364850126551,-0.0332143538091083,0,-0.0639705850735708
2002-08-09,-0.00373175823914984,0.0102347251388117,-0.0139981122908903,-0.0279113834354896
2002-08-12,0.00736627945001977,-0.00299575845432765,-0.00610796764947708,0.0475358179516934
2002-08-13,0.0183757581698138,0.0347857488423671,-0.0122209581390931,-0.0337619430370752
2002-08-14,-0.035877590537325,-0.0617695580217683,-0.00380940749231096,-0.101583277061275
2002-08-15,-0.0137849829035721,-0.0201771036247771,0.00879590490199078,-0.094908538436659
2002-08-16,0.00299967562801484,-0.0069061862769928,0.0112235476783158,-0.0212920420557223
2002-08-19,-0.0231166695543505,-0.0240018707451295,-0.00305147370788728,-0.00696620216368338
2002-08-20,0.0106442424034814,0.00435746750610821,-0.0110731951731933,0.0336801431733336
2002-08-21,-0.0143057650021401,-0.0219875566014811,0.0053458899848744,-0.0470512455189627
2002-08-22,-0.00966590321761185,-0.0157971375214792,0.00877877889620615,-0.0171493858574503
2002-08-23,0.0217489334883991,0.0393743072607093,-0.00982699570205181,0.0550340264175562
2002-08-26,-0.00695192033296443,-0.00396876710817473,-0.00093208929392441,0.0192540892659214
2002-08-27,0.0116136759232015,0.0354735168884415,0.00630147029407446,0.00733340688844697
2002-08-28,0.022120468599895,0.037203556250935,-0.00502056733302325,0.101300445375337
2002-08-29,-0.000433935591789059,-0.0131162421096942,-0.00800317874802259,0.0104493706508983
2002-08-30,0.00391498507942156,0.0126909044101651,-0.00598957139043632,-0.0310686673941936
2002-09-03,0.0388812286467104,0.0368567565329516,-0.0152561143231646,0.202590691867305
2002-09-04,-0.0141724577407034,-0.00396773333868872,0.000227566944120738,-0.065389588334106
2002-09-05,0.00852378156666322,0.0249457432422244,-0.00543929051187142,0.0372258447261067
2002-09-06,-0.0136478160401889,-0.0302114193589333,0.0118214541869133,-0.0673215630219821
2002-09-09,-0.00730692524409626,-0.0100151070342482,0.00148712505075332,0.00329758275205672
2002-09-10,-0.0114055070955237,-0.0243971934021614,-0.00479710804611955,-0.0383102596852676
2002-09-11,0.00623557902841743,0.00849312818848391,0.00525560062326891,-0.00772647842612706
2002-09-12,0.0186066899719304,0.0276710209037478,-0.00776005625523357,0.0744361917019694
2002-09-13,-0.00245707828463448,-0.00786009999438653,-0.00916462053425526,-0.0458345448635029
2002-09-16,-0.00245013527667037,0.0144585252809035,-0.00168804864048067,0.0253597373591137
2002-09-17,0.0231839928651514,0.0214097619676799,-0.00191083636849676,0.0339831133706223
2002-09-18,0.0100695361383876,0.0113359461884621,-0.000225001948824577,-0.0129751025040501
2002-09-19,0.026217586412959,0.0160884793896798,-0.0067091614642889,0.0801247371922673
2002-09-20,-0.000331838064954404,-0.00416190722001408,0.00469191382052303,-0.0419501911949531
2002-09-23,0.00821408988463945,0.0304545328390224,-0.00891886611453208,0.0177986077717316
2002-09-24,0.016267884304324,-0.000475857405498825,-0.00641629782298647,0.0209484005701164
2002-09-25,-0.0244819741889635,-0.0391658305046927,0.0122042641172411,-0.0819983487007319
2002-09-26,-0.0162276032946815,0.0124224630733778,0.00234715907045757,-0.0759437040138473
2002-09-27,0.0353782286642788,0.0135164202911855,-0.00746855635525545,0.0662531680041574
2002-09-30,0.0116690953771355,0.0280773135450882,-0.00399057529474112,0.0709924262272561
2002-10-01,-0.046930495308497,-0.0590330862550812,0.012480920453191,-0.151215540875734
2002-10-02,0.0304392161181064,0.0337755340409038,-0.00571837670608977,0.0764290888545531
2002-10-03,0.0101535326326214,0.0242930584044418,0.00246350833328712,0.0129486438672872
2002-10-04,0.0185162536518892,0.0189832297195989,-0.00313298093131298,0.0560260533524151
2002-10-07,0.0208843557073948,0.00938070863780283,-0.00167416239818019,0.0775052881504616
2002-10-08,-0.0155486076409344,-0.00198212362929917,-0.000334725891791177,-0.0387330017397698
2002-10-09,0.0286508428290104,0.00695429476955445,-0.00511594612253186,0.0267003375400088
2002-10-10,-0.0318810164712167,-0.0495970193987212,0.00790581749591412,-0.115086743451585
2002-10-11,-0.0428489604312134,-0.0526678219073267,0.0119235042034909,-0.0505226477357357
2002-10-14,-0.00556877930185218,-0.0116327658131663,0.00147177922459374,0.00947874798677972
2002-10-15,-0.0469710822964968,-0.0469247196008378,0.0239677557240756,-0.057680857719788
2002-10-16,0.0245372088884377,0.0336674880678944,-0.00046423470549728,0.0565703380326719
2002-10-17,-0.0196772435039625,-0.033242933877045,0.0122557155865985,-0.0542215989138217
2002-10-18,-0.00418327010414998,-0.0109797729846335,-0.00258049110334513,-0.0168568154704483
2002-10-21,-0.0171134653201959,-0.0199584248716835,0.00977005408439613,-0.0126051540786301
2002-10-22,0.00723459779723434,0.00619345142866612,0.00284256543475392,0.0291687206326325
2002-10-23,-0.00756722900644569,-0.0188757236678261,-0.000354987434731502,-0.0264541917232957
2002-10-24,0.020610143255837,0.0255262256520106,-0.00873740209199658,0.0246925537388849
2002-10-25,-0.020610143255837,-0.0295827201298362,-0.0036370565004189,-0.126045070979276
2002-10-28,0.0065617053088527,0.00853749565526885,0.00140613910491405,0.0350453319205997
2002-10-29,0.0116744150201349,0.0235504443601107,-0.0129348110704903,0.0378953066665404
2002-10-30,-0.00966301351175325,-0.0264041368992967,0.000347892569557029,-0.032758863612127
2002-10-31,0.0102276890989765,0.000407172116041021,-0.00450646635380858,-0.00288600983155929
2002-11-01,-0.0195766140374243,-0.0281145324415708,0.00418866076691193,-0.0609056568214772
2002-11-04,-0.00948137967732965,-0.0254164357109903,0.00442937133423538,0.050576330005963
2002-11-05,-0.00787066962243888,-0.00769228668954902,0.00386347359023231,0.0132153366470735
2002-11-06,-0.0128728283072279,-0.0140769714920639,-0.00397966309135,-0.0161397953910876
2002-11-07,0.0248112628628547,0.0357661969740786,-0.0244618355626409,0.022205274009591
2002-11-08,0.0123052996810875,0.0185738270043561,-0.00806037242856439,-0.0661098878780679
2002-11-11,0.0156262998705845,0.0307845447217421,-0.00541251098159767,0.0622833257934405
2002-11-12,-0.00789963324457776,-0.0251847746611649,0.00575189433737266,-0.0232718751650252
2002-11-13,-0.00101171814560352,-0.0119614981535965,-0.00214645734042307,0.0213531196389023
2002-11-14,-0.0186895400209233,-0.0339013243933515,0.0209858820771016,-0.085848035088536
2002-11-15,-0.00735782586177613,-0.012943013446272,-0.00402593306374177,-0.0730621462585934
2002-11-18,0.0101170780439581,0.0148605449269792,-0.00446712429476603,0.0371981844222655
