"cluster_id","start_index","end_index","start_date","end_date","cluster_size","cluster_duration_trading_days","cluster_max_loss","cluster_max_excess","cluster_max_date"
33,2205,2205,2001-10-29,2001-10-29,1,1,0.0263598616406577,0.00213602009237418,2001-10-29
34,2267,2271,2002-01-29,2002-02-04,2,5,0.0319475011119632,0.00772365956367966,2002-01-29
35,2317,2317,2002-04-11,2002-04-11,1,1,0.0251805567379284,0.000956715189644856,2002-04-11
36,2353,2353,2002-06-03,2002-06-03,1,1,0.0269404281502794,0.00271658660199587,2002-06-03
37,2378,2379,2002-07-09,2002-07-10,2,2,0.037080217973319,0.0128563764250354,2002-07-10
38,2385,2388,2002-07-18,2002-07-23,4,4,0.0358280139590992,0.0116041724108156,2002-07-19
39,2395,2397,2002-08-01,2002-08-05,2,3,0.0354164166624664,0.0111925751141829,2002-08-05
40,2417,2417,2002-09-03,2002-09-03,1,1,0.0388804921507901,0.0146566506025066,2002-09-03
41,2429,2429,2002-09-19,2002-09-19,1,1,0.0262175809955743,0.0019937394472907,2002-09-19
42,2435,2448,2002-09-27,2002-10-16,4,14,0.0353781550827539,0.0111543135344703,2002-09-27
43,2464,2464,2002-11-07,2002-11-07,1,1,0.0248112043841164,0.000587362835832887,2002-11-07
44,2485,2485,2002-12-09,2002-12-09,1,1,0.0278761639284406,0.00365232238015706,2002-12-09
45,2516,2516,2003-01-24,2003-01-24,1,1,0.0266164893258711,0.00239264777758758,2003-01-24
46,2546,2546,2003-03-10,2003-03-10,1,1,0.0242969380587312,7.30965104476823e-05,2003-03-10
47,2556,2556,2003-03-24,2003-03-24,1,1,0.0337977885158507,0.00957394696756714,2003-03-24
48,3545,3545,2007-02-27,2007-02-27,1,1,0.0398407008536079,0.0156168593053244,2007-02-27
49,3655,3659,2007-08-03,2007-08-09,2,5,0.030082062375909,0.0058582208276255,2007-08-09
50,3709,3709,2007-10-19,2007-10-19,1,1,0.0265047283805027,0.00228088683221911,2007-10-19
51,3722,3722,2007-11-07,2007-11-07,1,1,0.0277369598802357,0.00351311833195217,2007-11-07
52,3745,3745,2007-12-11,2007-12-11,1,1,0.0278031657423252,0.00357932419404167,2007-12-11
53,3761,3761,2008-01-04,2008-01-04,1,1,0.024812116666034,0.000588275117750451,2008-01-04
54,3770,3770,2008-01-17,2008-01-17,1,1,0.0262583750165435,0.00203453346825994,2008-01-17
55,3782,3782,2008-02-05,2008-02-05,1,1,0.0271386402492615,0.00291479870097794,2008-02-05
56,3812,3812,2008-03-19,2008-03-19,1,1,0.0250815544675298,0.000857712919246249,2008-03-19
57,3867,3867,2008-06-06,2008-06-06,1,1,0.0324134895685377,0.00818964802025418,2008-06-06
58,3881,3881,2008-06-26,2008-06-26,1,1,0.0275360595811938,0.00331221803291021,2008-06-26
59,3929,3938,2008-09-04,2008-09-17,4,10,0.0487544177254318,0.0245305761771482,2008-09-15
60,3946,3966,2008-09-29,2008-10-27,12,21,0.103637370157165,0.0794135286088818,2008-10-15
61,3973,3984,2008-11-05,2008-11-20,7,12,0.0771324354889957,0.0529085939407122,2008-11-20
62,3990,3990,2008-12-01,2008-12-01,1,1,0.092749770392687,0.0685259288444034,2008-12-01
63,3998,3998,2008-12-11,2008-12-11,1,1,0.0243758219551431,0.000151980406859546,2008-12-11
64,4015,4023,2009-01-07,2009-01-20,4,9,0.0542312727569847,0.0300074312087011,2009-01-20
65,4030,4030,2009-01-29,2009-01-29,1,1,0.0330378541686107,0.00881401262032716,2009-01-29
66,4038,4054,2009-02-10,2009-03-05,5,17,0.0468914852557969,0.0226676437075133,2009-02-10
67,4071,4071,2009-03-30,2009-03-30,1,1,0.0351654029457071,0.0109415613974236,2009-03-30
68,4085,4085,2009-04-20,2009-04-20,1,1,0.0428195723157927,0.0185957307675091,2009-04-20
69,4102,4102,2009-05-13,2009-05-13,1,1,0.0254949229073738,0.00127108135909021,2009-05-13
70,4129,4129,2009-06-22,2009-06-22,1,1,0.0304455596272009,0.00622171807891731,2009-06-22
71,4137,4137,2009-07-02,2009-07-02,1,1,0.0276723833396746,0.00344854179139104,2009-07-02
72,4168,4168,2009-08-17,2009-08-17,1,1,0.0249132711327027,0.000689429584419147,2009-08-17
73,4200,4200,2009-10-01,2009-10-01,1,1,0.0251259524211598,0.000902110872876231,2009-10-01
74,4221,4221,2009-10-30,2009-10-30,1,1,0.0294015498055922,0.00517770825730863,2009-10-30
75,4286,4286,2010-02-04,2010-02-04,1,1,0.031352486334117,0.00712864478583347,2010-02-04
76,4349,4349,2010-05-06,2010-05-06,1,1,0.0337771285794481,0.0095532870311646,2010-05-06
77,4359,4359,2010-05-20,2010-05-20,1,1,0.0384911541812771,0.0142673126329936,2010-05-20
78,4369,4369,2010-06-04,2010-06-04,1,1,0.0357687727709948,0.0115449312227112,2010-06-04
79,4386,4386,2010-06-29,2010-06-29,1,1,0.0313616733558248,0.0071378318075413,2010-06-29
80,4398,4398,2010-07-16,2010-07-16,1,1,0.0279213577831019,0.00369751623481835,2010-07-16
81,4416,4416,2010-08-11,2010-08-11,1,1,0.0277893439284433,0.00356550238015979,2010-08-11
82,4662,4668,2011-08-02,2011-08-10,4,7,0.067340568541006,0.0431167269927225,2011-08-08
83,4674,4674,2011-08-18,2011-08-18,1,1,0.0440753687051103,0.0198515271568268,2011-08-18
84,4685,4689,2011-09-02,2011-09-09,2,5,0.0265592671982642,0.00233542564998063,2011-09-09
85,4697,4698,2011-09-21,2011-09-22,2,2,0.0328585207029466,0.00863467915466304,2011-09-22
86,4704,4705,2011-09-30,2011-10-03,2,2,0.0288707488741364,0.00464690732585288,2011-10-03
87,4725,4726,2011-10-31,2011-11-01,2,2,0.028284924898097,0.00406108334981342,2011-11-01
88,4732,4732,2011-11-09,2011-11-09,1,1,0.0376081906544163,0.0133843491061328,2011-11-09
89,4872,4872,2012-06-01,2012-06-01,1,1,0.02549916357356,0.00127532202527642,2012-06-01
90,5135,5135,2013-06-20,2013-06-20,1,1,0.0250901600059334,0.000866318457649898,2013-06-20
91,5682,5683,2015-08-21,2015-08-24,2,2,0.0430193491922672,0.0187955076439837,2015-08-24
92,5689,5689,2015-09-01,2015-09-01,1,1,0.0303024849954898,0.00607864344720627,2015-09-01
93,5707,5707,2015-09-28,2015-09-28,1,1,0.0254176168750888,0.00119377532680526,2015-09-28
94,5777,5781,2016-01-07,2016-01-13,2,5,0.0252569342734104,0.00103309272512681,2016-01-13
95,5894,5894,2016-06-24,2016-06-24,1,1,0.0365696218427072,0.0123457802944236,2016-06-24
96,5947,5947,2016-09-09,2016-09-09,1,1,0.0242260234280716,2.18187978801368e-06,2016-09-09
97,6300,6303,2018-02-05,2018-02-08,2,4,0.0427221817860879,0.0184983402378043,2018-02-05
98,6332,6332,2018-03-22,2018-03-22,1,1,0.0253145218828328,0.00109068033454924,2018-03-22
99,6472,6472,2018-10-10,2018-10-10,1,1,0.0321755577741181,0.00795171622583452,2018-10-10
100,6482,6482,2018-10-24,2018-10-24,1,1,0.0307670479473128,0.00654320639902923,2018-10-24
101,6510,6510,2018-12-04,2018-12-04,1,1,0.032938980587125,0.00871513903884142,2018-12-04
102,6523,6523,2018-12-24,2018-12-24,1,1,0.0267785920497721,0.00255475050148852,2018-12-24
103,6618,6618,2019-05-13,2019-05-13,1,1,0.0254513536446197,0.00122751209633615,2019-05-13
104,6676,6676,2019-08-05,2019-08-05,1,1,0.0305347226234485,0.00631088107516492,2019-08-05
105,6683,6683,2019-08-14,2019-08-14,1,1,0.0300135247467814,0.00578968319849788,2019-08-14
106,6690,6690,2019-08-23,2019-08-23,1,1,0.0260231768627062,0.00179933531442262,2019-08-23
107,6815,6842,2020-02-24,2020-04-01,14,28,0.115886595317225,0.091662753768941,2020-03-16
108,6855,6855,2020-04-21,2020-04-21,1,1,0.0308337160535439,0.00660987450526035,2020-04-21
109,6863,6863,2020-05-01,2020-05-01,1,1,0.0268305381543845,0.00260669660610097,2020-05-01
110,6891,6891,2020-06-11,2020-06-11,1,1,0.0593771780066392,0.0351533364583557,2020-06-11
111,6900,6900,2020-06-24,2020-06-24,1,1,0.0258398222855885,0.0016159807373049,2020-06-24
112,6950,6952,2020-09-03,2020-09-08,2,3,0.0350206291969917,0.0107967876487081,2020-09-03
113,6988,6988,2020-10-28,2020-10-28,1,1,0.0347769091700112,0.0105530676217276,2020-10-28
114,7049,7049,2021-01-27,2021-01-27,1,1,0.0247439739374453,0.000520132389161768,2021-01-27
115,7069,7069,2021-02-25,2021-02-25,1,1,0.0243907602435192,0.000166918695235611,2021-02-25
116,7328,7328,2022-03-07,2022-03-07,1,1,0.0299224470103017,0.00569860546201812,2022-03-07
117,7361,7372,2022-04-22,2022-05-09,5,12,0.0376559914595829,0.0134321499112993,2022-04-29
118,7379,7379,2022-05-18,2022-05-18,1,1,0.0411466351301195,0.016922793581836,2022-05-18
119,7395,7399,2022-06-10,2022-06-16,3,5,0.0387077016897566,0.014483860141473,2022-06-13
120,7448,7448,2022-08-26,2022-08-26,1,1,0.0344353010788456,0.0102114595305621,2022-08-26
121,7459,7459,2022-09-13,2022-09-13,1,1,0.0444564628191557,0.0202326212708722,2022-09-13
122,7477,7477,2022-10-07,2022-10-07,1,1,0.0282900840934097,0.00406624254512617,2022-10-07
123,7495,7495,2022-11-02,2022-11-02,1,1,0.0254162522517083,0.00119241070342474,2022-11-02
124,7525,7525,2022-12-15,2022-12-15,1,1,0.0247657153640972,0.000541873815813668,2022-12-15
125,7934,7934,2024-08-05,2024-08-05,1,1,0.0295562058460606,0.00533236429777701,2024-08-05
126,8029,8029,2024-12-18,2024-12-18,1,1,0.0302565075632968,0.00603266601501324,2024-12-18
127,8082,8082,2025-03-10,2025-03-10,1,1,0.0269967750652951,0.00277293351701153,2025-03-10
128,8100,8105,2025-04-03,2025-04-10,3,6,0.0603267723801126,0.0361029308318291,2025-04-04
129,8231,8231,2025-10-10,2025-10-10,1,1,0.0273998325389631,0.0031759909906795,2025-10-10
130,8394,8394,2026-06-05,2026-06-05,1,1,0.0261482770861869,0.00192443553790339,2026-06-05
